,Opening_date,Title,Actors,Country,Director,Genre,Language,Metascore,Runtime,Writer,Year,imdbRating,imdbVotes,Rotten_tomatoes,Review_date,Critic_name,Headline,Movie_review,Critics_pick,Omdb_revenue,Bo_revenue,Holiday
748,2013-10-25,Toad Road,"James Davidson, Sara Anne Jones, Whitleigh Higuera, Jamie Siebold",USA,Jason Banker,Horror,English,54.0,76.0,Jason Banker,2012,5.1,969.0,71.0,2017-11-02 04:18:18,JEANNETTE CATSOULIS,Tripping All the Way to the Gates of Hell,"If you enter “Toad Road” expecting a conventional horror movie, you will be sorely disappointed. But if you’re looking for an uncomfortably authentic drama about the horrors of dedicated drug use, then this strange little number from Jason Banker (who also wrote the screenplay and wielded the camera) might just do the trick.Playing out in a series of woozily wandering scenes, the nonlinear story coalesces around James (James Davidson), a rudderless young man whose life is a succession of drug-fueled parties. Whether falling-down drunk or messed up on mushrooms, James and his friends are a tiresome tribe of slackers, whose unappetizing self-abuse is detailed with documentarylike precision. But when a beautiful college student named Sara (Sara Anne Jones) joins the group and begins an avid descent into substance-assisted experience, her fixation on a wooded road supposedly dotted with seven gateways to hell will drag James, and the plot, in a completely new and disturbing direction.Extrapolating from the actual lives of his nonprofessional actors (Ms. Jones died of a drug overdose shortly after the film’s 2012 festival debut), Mr. Banker teases us with a dizzy, dislocating shooting style that throws up a succession of eerily arresting images. Even so, his film never overcomes the fact that watching drugged-out wastrels is rarely interesting — unless, of course, you’re one of them.",0,,,0
749,2017-09-15,Mother!,"Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer",USA,Darren Aronofsky,"Drama, Horror, Mystery",English,75.0,121.0,Darren Aronofsky,2017,6.6,137166.0,69.0,2017-11-02 04:18:28,A.O. SCOTT,"Review: ‘Mother!’ Is a Divine Comedy, Dressed as a Psychological Thriller","The couple live in a grand, oddly-shaped Victorian house in the middle of a tree-ringed meadow — less a McMansion than a perennial fixer-upper. The work of home improvement, of literal homemaking, you might say, falls to the young wife. Her husband, who has been around longer than she has, is absorbed in his work. He’s a poet, and the torment of creation distracts him from her needs, at times rendering him all but oblivious to her presence. Neither partner is given a name. They are played by Jennifer Lawrence and Javier Bardem. The movie is called “Mother!” The first line of dialogue is “Baby?”The missus walks around in her nightgown, lonely and confused, especially when her hubby starts bringing home guests. “Who are these people?” she asks him. She never receives an adequate answer — they are big fans of the poet’s work, though — and for a while her bewilderment is ours as well. But we, at least, are in a position to analyze the abundantly available clues and figure out who everybody is, the poet and his lady included. Or if not quite who they are, then at least what they represent. Because though this extravagant conversation piece of a movie, written and directed by Darren Aronofsky, feints toward psychological thriller territory and spends a delicious half-hour or so in the realm of domestic farce, it plants its flag defiantly on the wind-swept peak of religious (and ecological) allegory.I don’t mean this in the vague, Superman-is-really-a-messiah-figure term paper sense of the word. At a certain point — it will vary according to your Sunday school attendance or what you remember from freshman English — you will find yourself in possession of the key to the analogical storage room where the Real Meaning resides. Up until that point, you might have thought this was a marital melodrama set in a nightmarish version of a ’50s academic marriage. When Ed Harris and Michelle Pfeiffer show up, you might mistake “Mother!” for a savage, scrambled “Who’s Afraid of Virginia Woolf?” adaptation. But then, sometime between the first violent death and the collapse of the kitchen sink, you realize that something else is going on.Here I must confess a different kind of puzzlement. Is there such a thing as interpretive spoiler? Is it wrong to reveal a movie’s conceit, rather than elements of its story? Ordinarily, such questions would be absurd, but Mr. Aronofsky ingeniously braids his movie’s hermeneutic structure into its plot, making it hard to say what it’s about without revealing what happens. All of the suspense and most of the fun in “Mother!” — and don’t listen to anyone who natters on about how intense or disturbing it is; it’s a hoot! — has to do with the elaboration and execution of a central idea.Once you grasp that idea, you are left wondering just how far Mr. Aronofsky will go with it. The answer is all the way and then some — from Genesis to Revelation and back again. The house is referred to early in the film as “paradise”; Ms. Lawrence refers to a relatively minor mess as an “apocalypse.” These are more teasers than jokes, and the punch lines arrive with mesmerizing literalness. Holy Eucharist, Batman!Not that Mr. Aronofsky follows any known doctrinal path, any more than he did in “Noah,” which upset some believers by taking liberties with its scriptural source. “Mother!” casts a wider net, gathering influences from cinema — Roman Polanski, Stanley Kubrick, Gaspar Noé — from literature and, most strikingly, from painting. Mr. Aronofsky and his usual cinematographer, Matthew Libatique, conduct a master class in light, shadow and Renaissance art. Ms. Lawrence glows like an Italian Madonna, while the deep lines in Mr. Bardem’s face and the sorrowful cast of his eyes suggest El Greco. The infernal chaos of the climactic sequences are pure Hieronymus Bosch, updated for the age of Kristen Wiig and automatic weaponry.It falls to the actors to endow this highly symbolic, pictorially overloaded environment with a sense of human reality — with flesh and blood and feeling. Mr. Bardem, alpha male and omega man, is the kind of actor who can endow an abstraction with gravity and tenderness. (He did pretty much that in “No Country for Old Men.”) The enigmatic nature of his character in “Mother!” allows him to relax, to be playful and charismatic, and to disappear. Mr. Harris and especially Ms. Pfeiffer bring a jolt of shtick and a whisper of camp, qualities that you may miss terribly when they depart.Ms. Lawrence, for her part, bears an impossible burden. In dramatic terms, she is a passive, reactive protagonist, a cipher and, in the strict sense of the word, an icon. Called upon to embody all of womankind — and a lot else besides — she is denied the chance to be human, and her blankness empties the film of emotional power.What it has, instead, is extravagant sensation and churning intellectual energy. Mr. Aronofsky is a virtuoso of mood and timing, a devoted student of form and technique straining to be a credible visionary. But as wild and provocative as his images can be, there is something missing — an element of strangeness, of difficulty, of the kind of inspiration that overrides mere cleverness.On the other hand, “Mother!” made me laugh harder and more frequently than just about any other movie I’ve seen this year. I don’t say this derisively. Mr. Aronofsky’s visual wit and dexterous, disciplined camera movements create frissons of comic terror. His gift for escalation — evident in the marvelous crescendo of frenzied action that occupies most of the movie’s second half — may be unmatched in his generation of filmmakers.It’s not clear that his gifts match his ambitions. He wants to be Kubrick, but maybe what we need is a new Blake Edwards. At a time when film comedy is mostly a verbal and psychical affair — the domain of writers and clowns — there is a dearth of funny directors with Mr. Aronofsky’s sophisticated chops. If he didn’t take himself so seriously, he could be a great comic filmmaker. But maybe “Mother!” proves that he already is.",0,17297289.0,17800004.0,0
750,2017-09-01,I Do... Until I Don't,"Lake Bell, Ed Helms, Mary Steenburgen, Paul Reiser",USA,Lake Bell,Comedy,English,43.0,103.0,Lake Bell (screenplay),2017,4.5,726.0,29.0,2017-11-02 04:18:28,JEANNETTE CATSOULIS,"Review: In ‘I Do ... Until I Don’t,’ Love and Loathing in Florida","The most valuable takeaway from “I Do ... Until I Don’t,” Lake Bell’s pained sex comedy, is that there’s a lot of money in happy endings. And not the kind that are typically tacked onto movies like this one.Rather, the massage-parlor treat promised here is an anniversary gift from Cybil (Mary Steenburgen) to her longtime husband, Harvey (Paul Reiser). But the giving is itself an act of such passive-aggressive loathing that it all but destroys any comedic potential in their relationship, never mind any desire we might have to see their union endure.In that we’re joined by Vivian (Dolly Wells), a bitter British filmmaker who believes marriage to be unsustainable. To prove her thesis, she has enlisted Cybil and Harvey plus two more fractured Florida couples for what she is pleased to call a documentary. Ms. Bell (who also wrote the preposterous script) and Ed Helms play an unhappily childless twosome who practice “results-based” sex by means of a phone app that tracks ovarian cycles. And Amber Heard and Wyatt Cenac are hippie-dippie caricatures whose free-love philosophy is as much a sham as Vivian’s filmmaking ethics.Painted in the broadest possible strokes, these ropy relationships agitate a movie that has neither a coherent point nor an authentic character. There’s little evidence here of the talent that made Ms. Bell’s 2013 filmmaking debut, “In a World ...” (about struggling voice-over artists), as gentle and genuine as this one is abrasive and cartoonish. Hanging out with these folks is no fun; being married to some of them is unimaginable.",0,279263.0,,0
751,2016-09-23,The Dressmaker,"Kate Winslet, Judy Davis, Liam Hemsworth, Hugo Weaving",Australia,Jocelyn Moorhouse,"Comedy, Drama",English,47.0,119.0,"P.J. Hogan, Jocelyn Moorhouse (screenplay), Rosalie Ham (novel)",2015,7.1,43650.0,54.0,2017-11-02 04:18:25,A. O. SCOTT,"Review: In ‘The Dressmaker,’ a Femme Fatale Wants Vengeance","“I’m back, you bastards.”“Is that Dior?”“Have you come about the opossum?”There are the opening lines uttered by the first three major characters encountered in “The Dressmaker,” Jocelyn Moorhouse’s adaptation of the novel by Rosalie Ham. An intriguing start, made even more so by the actors who are speaking: Kate Winslet, Hugo Weaving and Judy Davis. Ms. Winslet, who says line one, is wearing the dress referred to line two. It’s not Dior, by the way, but it nonetheless effortlessly evokes a certain postwar femme fatale glamour, which is duly undermined by the opossum in line three.It’s the early 1950s, and Tilly Dunnage (Ms. Winslet) has returned to her dusty Australian hometown in search of vengeance. She moves in with her dotty mother, Molly (Ms. Davis), and promptly sets tongues wagging and bad memories stirring. As a child (then known as Myrtle), Tilly was bullied by a rich kid and blamed for his death. That supposed crime will be revisited, and the closets of this wicked little hamlet will disgorge their skeletons.Meanwhile, Tilly will put her sewing skills — acquired in Paris during her long exile — to work outfitting the local women with fashionable frocks. She will also catch the eye of a hunky fellow outcast (Liam Hemsworth) who lives in a trailer with his mother, his mentally challenged brother and a gaggle of other siblings. Ms. Moorhouse (whose previous films include “Proof” and “How to Make an American Quilt”) and her costume and production designers make the most of the period setting, and it’s fun to watch good actors play dress-up, especially Mr. Weaving, whose character is a cross-dressing constable.Unfortunately, and despite its promising start, “The Dressmaker” doesn’t move much beyond the level of well-costumed playacting. The tone shifts, abruptly and awkwardly, from jaunty comedy to dark, violent drama, and the plot is a pileup of incident and complication, with revelations withheld and bestowed almost capriciously. The contrast between Tilly’s taste and beauty and the townspeople’s nastiness is cartoonishly overdrawn, even as the cast members work valiantly to humanize their simplistic roles. They are worth watching, but the question you find yourself asking of Tilly — what on earth is she doing here? — applies equally to Ms. Winslet and her fellow troupers.“The Dressmaker” is rated R (Under 17 requires accompanying parent or adult guardian). Nasty small-town secrets. Running time: 1 hour 58 minutes.",0,2021399.0,50000.0,0
752,2008-03-14,,,,,,,,,,,,,,2017-11-02 04:18:07,JEANNETTE CATSOULIS,Remembering a Home for Music and Activism,"“Wetlands Preserved” is a fond account of the rising, thriving and eventual closing of the TriBeCa club known as the Wetlands Preserve.Envisioned as a hybrid of rock club and activist center by its idealistic founder, Larry Bloch, the club opened in 1989 in a former Chinese-food warehouse on Hudson Street. Despite Mr. Bloch’s admitted lack of experience, the club quickly gained a reputation for musical democracy, nurturing artists as diverse as Blues Traveler and Ani DiFranco. Embracing everyone from Deadheads to ska enthusiasts, Mr. Bloch and his staff — whose hiring was more likely to hinge on knowledge of Jerry Garcia’s birthday than on bartending skills — espoused a commitment to populism that reached far beyond the music.Crammed with colorful interviews, digital animation and live performances, this frisky and forthright film by Dean Budnick chronicles a vision of financing social progress with really great tunes. Often holding close to triple its official capacity of 389 (not including the rats), the club provided a psychedelic haven where the straws were made of paper, the matches were recycled and the music often lasted until sunrise. The dream may have ended in 2001, done in by the remorseless march of gentrification and the Giuliani purification program, but the music and the memories live on.WETLANDS PRESERVEDOpens on Friday in New York and Los Angeles.Directed by Dean Budnick; director of photography, Jonathan Healey; edited by Mr. Healey; produced by Peter Shapiro and Mr. Budnick; released by First Run Features. Running time: 1 hour 36 minutes. This film is not rated.",0,,,0
753,2015-05-22,Sunshine Superman,"Pat Sajak, Phil Donahue, John Long, Christian Bruno","Norway, USA",Marah Strauch,"Documentary, Biography, Sport",English,70.0,100.0,Marah Strauch,2014,6.9,1135.0,91.0,2017-11-02 04:18:21,NEIL GENZLINGER,"Review: &#8216;Sunshine Superman,&#8217; About the High-Flying Daredevil Carl Boenish","Glorious daredevilry is wrapped in a slowly evolving ache in “Sunshine Superman,” a bittersweet documentary about Carl Boenish, who looked at very tall things and saw an opportunity to leap.Boenish was largely responsible for creating the sport (or reckless activity, or excuse for criminal trespassing, depending on your point of view) of BASE jumping. The name is an acronym for building, antenna, span, earth — the things that its practitioners jump from with parachutes.The film begins with vague but ominous recollections of Boenish’s worst jumping day — it was in 1984 — from people who knew him, a subject it returns to at the end, though to say more here would be a spoiler for those not familiar with his story. In between, it recreates how Boenish fostered the sport in its early days, filming jumps he and companions made off places like El Capitan, the imposing rock formation in Yosemite National Park. The contraption he made for himself to perch on so that he could film his buddies face-on as they ran off El Capitan in 1978 is terrifyingly audacious.The film, by Marah Strauch, is really the story of two people, Boenish and his wife, Jean Boenish, who jumped with him and here acts as a candid guide to his career and thought process. It ends with glorious footage of a wingsuit flier, a relatively recent variation of the BASE jumper, gliding through mountains like a bird.“He would be right there with the wingsuit fliers,” Jean Boenish says of her husband, “and in essence is.”The death last weekend of two men, including Dean Potter, a well-known extreme-sport enthusiast, in a wingsuit jump at Yosemite, just underscores that such romanticism has a price.“Sunshine Superman” is rated PG (Parents strongly cautioned). A little bad language and a lot of danger.",0,83537.0,,0
754,2012-03-23,The Hunger Games,"Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields",USA,Gary Ross,"Adventure, Sci-Fi, Thriller",English,68.0,142.0,"Gary Ross (screenplay), Suzanne Collins (screenplay), Billy Ray (screenplay), Suzanne Collins (novel)",2012,7.2,777738.0,83.0,2017-11-02 04:18:15,MANOHLA DARGIS,Tested by a Picturesque Dystopia,"There’s a short anxious scene in the new film “The Hunger Games” when its 16-year-old heroine, Katniss Everdeen (Jennifer Lawrence), races through a deep, dark forest; falls down a hill; and rolls and rolls, only to rise up and thrust herself again into the unknown. Katniss, the lethally tough linchpin from Suzanne Collins’s trilogy and now a rather less imposing film heroine, is a teenage survivalist in a postapocalyptic take on a familiar American myth. When she runs through that forest, and even when she falls, there’s something of the American frontiersman in her, as if she were Natty Bumppo reborn and resexed.For as long as this brief scene lasts, it seems possible that Gary Ross, the unlikely and at times frustratingly ill-matched director for this brutal, unnerving story, has caught the heart-skipping pulse of Michael Mann’s “Last of the Mohicans” if not that film’s ravishing technique and propulsive energy. Alas, Mr. Ross, the director of the genial entertainments “Pleasantville” and “Seabiscuit,” and whose script credits include “Big,” has a way of smoothing even modestly irregular edges. Katniss, who for years has bagged game to keep her family from starving, was created for rough stuff — for beating the odds and the state, for hunting squirrel and people both — far rougher than Mr. Ross often seems comfortable with, perhaps because of disposition, inclination or some behind-the-scenes executive mandate.It may be that Mr. Ross is too nice a guy for a hard case like Katniss. A brilliant, possibly historic creation — stripped of sentimentality and psychosexual ornamentation, armed with Diana’s bow and a ferocious will — Katniss is a new female warrior, and she keeps you watching even while you’re hoping for something better the next time around. (Mr. Ross is onboard to direct the follow-up, “Catching Fire.”) For some fans of the three novels, the screen version will inevitably be disappointing, especially for those keeping inventory of the details, characters, grim thoughts and cynicism that have gone missing. For others the image of a girl like Katniss taking up so much screen space with so few smiles may be enough to keep faith.The screenplay by Mr. Ross, Ms. Collins and Billy Ray hews dutifully close to its source material, at least in wide strokes. Katniss lives in District 12 of Panem — as in panem et circenses, Latin for bread and circuses — a totalitarian state that has risen from the postwar ashes of North America. Every year a boy and a girl ages 12 to 18 are chosen from each Panem district to compete in the gladiatorial games of the title, a fight that owes something to that ancient Roman blood sport and something else to the Greek myth of the Minotaur, the part man, part bull that devoured Athenian youths given in tribute. The Minotaur is eventually slain, but that’s getting ahead of Katniss.The film takes off at the selection ceremony, or reaping, a nationally televised event complete with armed soldiers and a bubbly bubblehead M.C. (Elizabeth Banks), during which Katniss’s younger sister, Primrose (Willow Shields), is chosen. Katniss quickly volunteers to take Prim’s place, becoming, with Peeta (Josh Hutcherson), District 12’s tributes. The two are whisked off to the Capitol, where they’re plucked and primped by a team of gaudily hued stylists (overseen by a gilt-lidded Lenny Kravitz as Cinna), a potentially razor-sharp sequence that should underscore the Capitol’s decadence but here comes across as a variant on Dorothy’s cheery wash- and brush-up when she enters the Emerald City. Katniss may not be in Kansas, but neither does she seem in palpable danger.That changes once she and Peeta are transported to the outdoor arena where, with wits and weapons, they battle the other tributes and assorted perils generated by the game makers (including a dandified Wes Bentley), who dole out death via computer touch screen. There, in a rapidly cut massacre that pits boy against girl and finds youngsters killing and falling and dying in a frantic, fragmented blur, Mr. Ross and his editors, Stephen Mirrione and Juliette Welfling, set the stage and stark mood. For her part Katniss, though frozen in fear, follows the advice of her and Peeta’s mentor, Haymitch (an overly cute Woody Harrelson), and runs in the opposite direction. It’s a strong, visceral scene that quickens the pace and pulse, and distills the story’s horror — suffer the little children to enter the arena — in blunt visual terms.Nothing else in the arena comes close to that initial fight in its sheer primal impact. Working with Tom Stern, Clint Eastwood’s longtime cinematographer, Mr. Ross tries to find mystery in the forest, in its canopy of trees and thick undergrowth, but never locates a deeper dread, despite the computer-generated fireballs and hounds, and especially the other tributes. Part of what makes the “Hunger Games” books so effective is that they literalize the familiar drama of adolescence, translating the emotional assaults, peer pressure, cliques and the tortured rest into warfare. “Buffy the Vampire Slayer” did the same on television, except there the villains were supernatural demons. In “The Hunger Games” the real enemies are adults, including, of course, the parents catching the show on TV.Fans of the Japanese cult film “Battle Royale” may see some overlap with its allegory about students sent to an island to fight to the death, and others may be reminded of Orson Scott Card’s science-fiction novel “Ender’s Game,” about children trained to battle an alien species. If you’ve seen the pint-size assassins in the recent action flicks “Kick-Ass” and “Hanna,” which feature prepubescent girls who lock, load and shoot without batting a lash, you may think you’ve also seen it before. You haven’t, not really. Although the girls in those movies are vaguely sexualized, their age exempts them from the narrative burdens of heterosexual romance. They don’t have to bat those lashes at the boys, and they don’t need to be saved by them either, as in the “Twilight” series.What invests Katniss with such exciting promise and keeps you rapt even when the film proves less than equally thrilling is that she also doesn’t need saving, even if she’s at an age when, most movies still insist, women go weak at the knees and whimper and weep while waiting to be saved. Again and again Katniss rescues herself with resourcefulness, guts and true aim, a combination that makes her insistently watchable, despite Mr. Ross’s soft touch and Ms. Lawrence’s bland performance. One look at District 12, which Mr. Ross conceives as a picturesque old-timey town — filled with withered Dorothea Lange types in what was once Appalachia — and it’s clear that someone here was enthralled with the actress’s breakout turn in “Winter’s Bone” as a willful, resilient child of the Ozarks.A few years ago Ms. Lawrence might have looked hungry enough to play Katniss, but now, at 21, her seductive, womanly figure makes a bad fit for a dystopian fantasy about a people starved into submission. The graver problem is a disengaged performance that rarely suggests the terrors Katniss faces, including the fatalism that originally hangs on her like a shroud. What finally saves the character and film both is the image of her on the run, moving relentlessly forward. Unlike those American Adams who have long embodied the national character with their reserves of hope, innocence and optimism, Katniss springs from someplace else, a place in which an American Eve, battered, bruised and deeply knowing, scrambles through a garden not of her making on her way to a new world.“The Hunger Games” is rated PG-13 (Parents strongly cautioned). Brutal child-on-child violence and death.",0,407981652.0,408010692.0,0
755,2009-01-30,The Uninvited,"Emily Browning, Arielle Kebbel, David Strathairn, Elizabeth Banks","USA, Canada, Germany","Charles Guard, Thomas Guard","Drama, Horror, Mystery, Thriller",English,43.0,87.0,"Craig Rosenberg (screenplay), Doug Miro (screenplay), Carlo Bernard (screenplay), Jee-woon Kim (motion picture ""Changhwa,  Hongryon"")",2009,6.4,69729.0,31.0,2017-11-02 04:18:09,A. O. SCOTT,"Two Bickering Sisters, a Stepmom and an Ominous Garbage Can","“The Uninvited” sounds like the name of a generic horror movie, which is more or less what it is. But when you stop to think about it, the title is actually a clue to the picture’s lameness. Words beginning with “un” do have a certain scary resonance — intimations of the unknown, the undead, the uncontrollable and the unholy — but “uninvited”? As in “not on the guest list”? Only in Hollywood could such a notion be a source of terror.By the time the credits rolled (“directed by the  Guard Brothers”), I wished that the title had referred to me. But invited I was, along with a few hundred other restless souls, for whose company on a wintry Tuesday night I was profoundly grateful.Two gentlemen behind me kept up a lively, derisive banter — the kind of thing that would ordinarily drive me mad with rage but that in this case saved me a bit of work. Just at the moment when the kindly local sheriff left the heroine alone in a dark room, assuring her that no one else would get hurt — spoiler alert! he was wrong! — one fellow asked his friend: “Is this a commercial break? Because I need to go to the bathroom.”“And,” his companion said, “I need to see a commercial for a better movie.”Come to think of it, nearly any random minute of “The Uninvited” (and there are only 87 of them) could serve as just such an advertisement. The movie doesn’t look bad. It includes some picturesque shots of a handsomely rugged coastline and elegant camerawork that would be more effective if the Guards did not shamelessly telegraph every jolt and scare with obvious close-ups, low-angle shots and premature sound cues. Don’t open that garbage can! Don’t look under that stove! Don’t fall in that grave!The cast includes a worried-looking David Strathairn, and also Elizabeth Banks, gamely exploring the evil-stepmom potential latent in her fresh-faced charm. Emily Browning and Arielle Kebbel play two sisters, one spooky (that’s Anna, played by Ms. Browning), one wild (Alex, Ms. Kebbel), who fret and bicker and shriek and occasionally walk around in bathing suits.The main problem with “The Uninvited” lies in its refusal to decide just what movie it wants to be a commercial for. It certainly doesn’t have much in common with “A Tale of Two Sisters,” the creepy Korean horror film of which it is supposedly a remake.Instead it rummages around in familiar domestic genres looking for a reason to exist. Is it a melancholy, I-see-dead-people ghost story? The tale of a teenage girl whose quasi-supernatural gifts are obvious metaphors for sexual anxiety? A serial-killer-in-the-house thriller in the tradition of “The Hand That Rocks the Cradle”?Yes, all of those, though to specify in what order might give away the ridiculous climactic plot twist. And if I did that, I might never get another invitation.“The Uninvited” is rated PG-13 (Parents strongly cautioned). Some killing. Some swearing.THE UNINVITEDOpens on Friday nationwide.Directed by the Guard Brothers; written by Craig Rosenberg, Doug Miro and Carlo Bernard, based on Kim Jee-woon’s film “A Tale of Two Sisters” (“Changhwa, Hongryon”);  director of photography, Daniel Landin; edited by Christian Wagner and Jim Page; music by Christopher Young; production designer, Andrew Menzies; produced by Walter F. Parkes, Laurie MacDonald and Roy Lee; released by DreamWorks/Paramount Pictures. Running time: 1 hour 27 minutes.WITH: Emily Browning (Anna), Elizabeth Banks (Rachel), Arielle Kebbel (Alex) and David Strathairn (Steven).",0,28573173.0,28596818.0,0
756,2015-03-13,Earth's Golden Playground,,"Austria, Canada",Andreas Horvath,"Documentary, News",English,,106.0,Andreas Horvath,2013,4.0,16.0,20.0,2017-11-02 04:18:20,NICOLAS RAPOLD,"Review: ‘Earth’s Golden Playground,’ a Documentary on Prospecting in the Yukon","Early in Andreas Horvath’s “Earth’s Golden Playground,” a look at modern-day prospectors in the Yukon territory of Canada, an underground shot at a gold dig suggests an ultra-lo-fi variation on the opening of “There Will Be Blood.” But Mr. Horvath’s procedural, increasingly dry documentary takes the “rush” out of “gold rush.”Mr. Horvath shadows two diggers in Dawson City, a desolate, ramshackle town that was home to the Klondike gold rush of the 1890s, chronicled by the writer Jack London. One man who lives in a shack and resembles a spiritless Tommy Lee Jones jackhammers and shovels away at his stake in the wilderness; a woeful shot at home shows a plastic baggie of documents labeled “child support.” His wealthier counterpart uses excavator machines and workers to move tons of earth in search of gold flecks. We also learn about corporate interests that control untold acres.Prospecting is doggedly shown to be a trying and somewhat antiquated process. While fiction films often tell the tale of a wildcat town’s boom and bust in about an hour, Mr. Horvath lingers over lonely digging, maps, more digging and nature montages. Mr. Horvath, an Austrian director, is a one-man band on this film, responsible for camerawork, editing and a Wagner-inspired soundtrack that periodically, and somewhat absurdly, ramps up.The prospector with the big operation actually lives in the Philippines, with an attractive younger companion. That suggests there’s still gold in those hills, but Mr. Horvath also shows they are not a playground for all comers.",0,,,0
757,2013-08-30,Getaway,"Ethan Hawke, Selena Gomez, Jon Voight, Rebecca Budig","USA, Bulgaria",Courtney Solomon,"Action, Crime, Thriller",English,22.0,90.0,"Sean Finegan, Gregg Maxwell Parker",2013,4.4,21627.0,,2017-11-02 04:18:17,STEPHEN HOLDEN,Want to See the Wife Again? Just Follow Directions,"One can only guess why Ethan Hawke felt compelled to make a high dive from the sublimity of “Before Midnight” into the twisted rubble of “Getaway.” What other reason could there be for a star to attach his name to a mindless demolition derby but the payday? Furthermore, Mr. Hawke is only the nominal star of a movie whose driving force is the ultimate muscle car — an armored Ford Shelby GT500 Super Snake — that runs amok in the streets of Sofia, Bulgaria. Mr. Hawke’s character, Brent Magna, is a former professional racecar driver whose wife (Rebecca Budig) is kidnapped. An anonymous caller, identified in the credits as the Voice (Jon Voight), warns Brent that he will never see her again unless he steals a vehicle from a parking garage and follows instructions.For the next 80 minutes, Brent is forced to act out an adolescent sociopath’s secret dream of running down everything in sight while driving 100 miles an hour in the wrong direction, destroying several fleets of police cars and mowing through who knows how many pedestrians. Just when the vicarious thrill of watching him obey the Voice’s order to “smash everything you can” loses its novelty, Brent is carjacked by the Kid (Selena Gomez), a shrill, bossy young woman with a baby face and a chip on her shoulder.It seems that the vehicle was her car, stolen, then souped-up for the big chase. As her tantrum subsides, we learn that the car was a present from her father, the chief executive of the city’s largest investment bank. She is also a computer whiz awkwardly spouting reams of techno jargon, spiced with profanities, as she helps Brent outwit the Voice. Directed by Courtney Solomon from a screenplay by Sean Finegan and Gregg Maxwell Parker, “Getaway” was constructed in the editing room. The glimmers of wit and carnival humor in the “Fast & Furious” franchise are nowhere to be found in “Getaway,” except in its bizarre note of seasonal cheer. It’s Christmastime, and every now and then a fragment of “Jingle Bell Rock” interrupts the generic pumped-up soundtrack. “Getaway” is rated PG-13 (Parents strongly cautioned). It has intense action, rude gestures and strong language.",0,10494494.0,10501938.0,1
758,2009-07-24,Orphan,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder","USA, Canada, Germany",Jaume Collet-Serra,"Horror, Mystery, Thriller","English, American Sign Language, Estonian",42.0,123.0,"David Leslie Johnson-McGoldrick (screenplay), Alex Mace (story)",2009,7.0,170129.0,55.0,2017-11-02 04:18:09,MANOHLA DARGIS,"New Kid in the House, Clearly Up to Something","Actors have to eat like the rest of us, if evidently not as much, but you still have to wonder how the independent film mainstays Vera Farmiga and Peter Sarsgaard ended up wading through “Orphan” and, for the most part, not laughing. He plays the father, John, an architect, and she plays the mother, Kate, who doesn’t do much of anything. Together they watch over Daniel (Jimmy Bennett) and a younger girl, Max (Aryana Engineer), in one of those sprawling houses that always looks spotless even if no one ever drags a mop across its polished floors, which makes you wonder who will swab up the inevitable pooling blood.And the blood it  does spill, though not nearly fast enough. The age of the economic fright flick is apparently a thing of the past: the first “Dracula” clocked in at about 75 minutes, the original “Cat People” runs some 73 minutes, while “Night of the Living Dead” changed horror forever in just over 90 freaky minutes. “Orphan,” by contrast, comes in at a padded 2 hours 2 minutes, which is absurd for a dopey “boo” movie — as in creaking sound plus abrupt visual cut equals “boo!” — with a comically contrived premise. That premise is Esther (the very self-possessed Isabelle Fuhrman), a Russian orphan with a penetrating gaze whom John and Kate adopt with surprising swiftness and the wary blessings of a nun (C C H Pounder).The new child is meant to take the place of the stillborn fetus who haunts Kate, though alas only metaphorically, a conceit that implies that adoptees are like replacement puppies. Whatever the case, Esther is more of a she-wolf, what with an exotic accent and predatory habits that suggest she worked for Spectre  back in the motherland before landing in America as an undercover devil doll.She has her evil way with the family, as expected, preying first on the other children. The young actors are very good and perform their parts more convincingly than Ms. Farmiga and especially Mr. Sarsgaard, but there’s something creepy, and not pleasurably so, about watching children pantomime so much malice and fear.Like some other directors who started out in commercials and music video, Jaume Collet-Serra (“House of Wax”) appears to have lost a sense of narrative economy during his move from the small screen to the big. It’s doubtful that he’s entirely to blame — as unlived in as the house, the overly produced movie looks like an advertisement for the luxury car Kate drives — though you have to wonder about some of his camera choices. For one putatively crucial scene that finds Kate squawking into a phone, Mr. Collet-Serra inexplicably had someone point the camera toward the floor, a shift in focus that led me to think we were meant to find a clue in the carpeting when, really, all that had gone missing was a point of view.“Orphan” is rated R (Under 17 requires accompanying parent or adult guardian). Bloody violence, much of it directed at the young characters, and some kitchen-counter coitus interruptus.ORPHANOpens on Friday nationwide.Directed by Jaume Collet-Serra; written by David Leslie Johnson, based on a story by Alex Mace; director of photography, Jeff Cutter; edited by Tim Alverson; music by John Ottman; production designer, Tom Meyer; produced by Joel Silver, Susan Downey, Jennifer Davisson Killoran and Leonardo DiCaprio; released by Warner Brothers Pictures. Running time: 2 hours 2 minutes.WITH: Vera Farmiga (Kate), Peter Sarsgaard (John), Isabelle Fuhrman (Esther), C C H Pounder (Sister Abigail), Jimmy Bennett (Daniel), Aryana Engineer (Max) and Margo Martindale (Dr. Browning).",0,41472886.0,41596251.0,1
